idnumber,datetime,host,RID,proto,spt,dpt,ipaddress,cc,country,locale,latitude,longitude,Label,Sources,label
uw61862532,03-05-13 16:46,groucho-sydney,2076429620,UDP,41302.0,14415.0,123.195.205.52,TW,Taiwan,Taipei,25.0392,121.525,0,https://web.archive.org/web/20160417132538/https://kc.mcafee.com/resources/sites/MCAFEE/content/live/CORP_KNOWLEDGEBASE/67000/KB67957/en_US/Combating%20Threats%20-%20Operation%20Aurora.pdf,0
us6000ia30,03-05-13 16:47,groucho-sydney,2076429620,UDP,41302.0,14415.0,123.195.205.52,TW,Taiwan,Taipei,25.0392,121.525,1,,1
nc73767080,03-05-13 16:49,groucho-oregon,1902776886,TCP,6000.0,3389.0,113.106.18.54,CN,China,Guangdong,23.1167,113.25,0,http://thelede.blogs.nytimes.com/2010/01/12/iranian-cyber-army-strikes-chinese-site/?_r=0,0
nn00844771,03-05-13 16:50,groucho-singapore,92753634,ICMP,,,5.135.78.226,FR,France,,48.86,2.35,1,http://archive.indianexpress.com/news/chinese-hacked-pmo-computers-says-narayanan/569075/,1
ci40323872,03-05-13 16:51,groucho-singapore,1033063061,TCP,6000.0,3306.0,61.147.74.149,CN,China,Jiangsu Sheng,32.0617,118.7778,0,http://www.itnews.com.au/news/google-finds-botnet-targeting-vietnamese-users-171087,0
us6000ia2z,03-05-13 16:52,groucho-singapore,3657953798,TCP,9664.0,3389.0,218.7.242.6,CN,China,Heilongjiang Sheng,45.75,126.65,1,http://www.csmonitor.com/USA/2010/0125/US-oil-industry-hit-by-cyberattacks-Was-China-involved,1
us6000ia46,03-05-13 16:54,groucho-oregon,1893523394,TCP,6000.0,4899.0,112.220.223.194,KR,South Korea,,37.57,126.98,1,http://www.zdnet.com/article/chinese-cyber-attacks-on-miners-report/,1
ci40323864,03-05-13 16:54,groucho-singapore,1550297715,TCP,13188.0,22.0,92.103.170.115,FR,France,Paris,48.8667,2.3333,0,,0
ci37510917,03-05-13 16:54,groucho-singapore,1550297715,TCP,13188.0,22.0,92.103.170.115,FR,France,Paris,48.8667,2.3333,0,http://www.bbc.com/news/technology-11388018,0
ci40323856,03-05-13 16:54,groucho-tokyo,3235004014,TCP,6000.0,1433.0,192.210.62.110,US,United States,California,34.0115,-117.8535,0,http://www.govinfosecurity.com/senator-office-computers-breached-a-1305,0
ci40323848,03-05-13 16:59,groucho-oregon,1019194042,TCP,6000.0,3306.0,60.191.170.186,CN,China,Jiangsu Sheng,32.4907,119.9081,0,http://www.csmonitor.com/Technology/Horizons/2009/0421/did-hackers-break-into-a-top-secret-usaf-program,0
ak022aagfvx0,03-05-13 16:59,groucho-oregon,1032051418,TCP,6000.0,1433.0,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1,http://www.seattletimes.com/nation-world/whos-behind-cyber-assaults/,1
uu60509562,03-05-13 16:59,groucho-sydney,3657504026,ICMP,,,218.1.21.26,CN,China,Shanghai Shi,31.0456,121.3997,0,http://www.nytimes.com/2009/03/29/technology/29spy.html?_r=2&hp=&pagewanted=print,0
us6000ic5z,03-05-13 16:59,groucho-sydney,3657504026,ICMP,,,218.1.21.26,CN,China,Shanghai Shi,31.0456,121.3997,0,http://uk.reuters.com/article/2008/08/11/us-georgia-ossetia-hackers-idUKLB2050320080811,0
nn00845299,03-05-13 16:59,groucho-oregon,2030978824,TCP,6000.0,1433.0,121.14.71.8,CN,China,Guangdong,23.1167,113.25,0,http://www.theregister.co.uk/2008/03/22/pro_tibetan_groups_targeted/,0
nc73767075,03-05-13 17:02,groucho-oregon,3197324842,TCP,2492.0,445.0,190.147.78.42,CO,Colombia,,4.0,-72.0,0,http://www.spamfighter.com/News-13575-Chinese-Hack-Indian-Army-Computers-Along-Northeast-Border.htm,0
ci40323840,03-05-13 17:03,groucho-oregon,3730416887,TCP,6000.0,1433.0,222.89.164.247,CN,China,Henan Sheng,34.6836,113.5325,1,http://investigations.nbcnews.com/_news/2013/06/06/18807056-chinese-hacked-obama-mccain-campaigns-took-internal-documents-officials-say,1
us6000ic5y,03-05-13 17:05,groucho-singapore,1159477845,TCP,95.0,22.0,69.28.58.85,US,United States,California,34.053000000000004,-118.2642,1,,1
nc73767070,03-05-13 17:09,groucho-oregon,3258151281,TCP,3515.0,445.0,194.51.113.113,FR,France,,48.86,2.35,0,,0
us6000ia2k,03-05-13 17:09,groucho-singapore,2030730801,TCP,6000.0,1433.0,121.10.126.49,CN,China,Guangdong,23.1167,113.25,0,https://www.washingtonpost.com/national/national-security/cyber-intruder-sparks-response-debate/2011/12/06/gIQAxLuFgO_story.html,0
ak022a96qx8b,03-05-13 17:11,groucho-tokyo,3126799061,TCP,2999.0,445.0,186.95.42.213,VE,Venezuela,,8.0,-66.0,0,http://foreignpolicy.com/2010/12/07/who-was-behind-the-estonia-cyber-attacks/,0
nc73767065,03-05-13 17:11,groucho-tokyo,3126799061,TCP,2999.0,445.0,186.95.42.213,VE,Venezuela,,8.0,-66.0,0,http://www.washingtonpost.com/wp-dyn/content/article/2007/09/23/AR2007092301471.html,0
ci40323832,03-05-13 17:11,groucho-singapore,92753634,ICMP,,,5.135.78.226,FR,France,,48.86,2.35,1,http://www.wired.com/2007/10/how-israel-spoo/,1
uu60509482,03-05-13 17:12,groucho-tokyo,1020693322,TCP,59769.0,3389.0,60.214.139.74,CN,China,Shandong Sheng,36.6683,116.9972,1,,1
us6000iahc,03-05-13 17:12,groucho-sydney,1145054564,TCP,34081.0,3389.0,68.64.37.100,US,United States,Georgia,34.2073,-84.1402,1,http://www.nytimes.com/2007/12/09/us/nationalspecial3/09hack.html,1
us6000iah5,03-05-13 17:12,groucho-sydney,1145054564,TCP,34081.0,3389.0,68.64.37.100,US,United States,Georgia,34.2073,-84.1402,0,,0
pr71365148,03-05-13 17:12,groucho-oregon,1995742502,TCP,6000.0,3389.0,118.244.157.38,CN,China,Beijing Shi,39.9289,116.3883,1,http://www.ft.com/intl/cms/s/0/9dba9ba2-5a3b-11dc-9bcd-0000779fd2ac.html#axzz3iRQx70kq,1
ak022a96o6ti,03-05-13 17:17,groucho-oregon,1169129130,UDP,42452.0,1900.0,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,0,,0
us6000iagu,03-05-13 17:16,groucho-norcal,1602542131,TCP,32995.0,22.0,95.132.218.51,UA,Ukraine,,49.0,32.0,1,http://www.theregister.co.uk/2007/09/12/french_cyberattacks/,1
nn00844767,03-05-13 17:17,zeppo-norcal,1602542131,TCP,32995.0,22.0,95.132.218.51,UA,Ukraine,,49.0,32.0,0,http://www.spamfighter.com/News-9096-Foreign-Hackers-Attack-New-Zealand-Government-Network.htm,0
nc73767060,03-05-13 17:17,zeppo-norcal,988693445,UDP,11070.0,31522.0,58.238.67.197,KR,South Korea,Seoul,37.5985,126.9783,1,,1
us6000ia24,03-05-13 17:17,zeppo-norcal,988693445,UDP,11070.0,31522.0,58.238.67.197,KR,South Korea,Seoul,37.5985,126.9783,0,http://gcn.com/articles/2006/08/17/red-storm-rising.aspx,0
ak022a969mls,03-05-13 17:17,zeppo-norcal,988693445,UDP,11070.0,31522.0,58.238.67.197,KR,South Korea,Seoul,37.5985,126.9783,1,http://www.nbcnews.com/id/16057306/ns/technology_and_science-security/t/hackers-attack-us-naval-war-college/#.VckLXflVhBc,1
ak022a968z4m,03-05-13 17:18,zeppo-norcal,988693445,UDP,11070.0,31522.0,58.238.67.197,KR,South Korea,Seoul,37.5985,126.9783,0,"http://content.time.com/time/magazine/article/0,9171,1098961,00.html",0
ci40323808,03-05-13 17:18,zeppo-norcal,988693445,UDP,11070.0,31522.0,58.238.67.197,KR,South Korea,Seoul,37.5985,126.9783,1,https://www.fireeye.com/blog/threat-research/2018/06/totally-tubular-treatise-on-triton-and-tristation.html,1
uu60509467,03-05-13 17:18,zeppo-norcal,988693445,UDP,11070.0,31522.0,58.238.67.197,KR,South Korea,Seoul,37.5985,126.9783,0,https://research.checkpoint.com/2020/hamas-android-malware-on-idf-soldiers-this-is-how-it-happened/,0
us6000ic5w,03-05-13 17:19,groucho-us-east,1169129130,TCP,41858.0,80.0,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,1,https://www.cyberscoop.com/middle-east-group-goes-hacking-spree-telecoms-embassies/,1
uw61862497,03-05-13 17:19,groucho-us-east,1169129130,TCP,41859.0,80.0,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,1,,1
ci40323800,03-05-13 17:19,zeppo-norcal,988693445,UDP,11070.0,31522.0,58.238.67.197,KR,South Korea,Seoul,37.5985,126.9783,0,,0
ok2022pric,03-05-13 17:23,groucho-sydney,3425533451,ICMP,,,204.45.126.11,US,United States,Colorado,39.7525,-104.9995,0,https://www.us-cert.gov/ncas/alerts/TA17-293A,0
nn00844766,03-05-13 17:24,groucho-tokyo,3658020275,TCP,6000.0,1433.0,218.8.245.179,CN,China,Heilongjiang Sheng,45.75,126.65,0,https://www.zdnet.com/article/microsoft-russian-hackers-are-targeting-sporting-organizations-ahead-of-tokyo-olympics/,0
pr71365138,03-05-13 17:25,groucho-tokyo,1578694422,TCP,1508.0,3389.0,94.24.247.22,RU,Russia,,60.0,100.0,0,https://go.recordedfuture.com/hubfs/reports/cta-2020-0728.pdf,0
hv73106177,03-05-13 17:26,groucho-us-east,1602542131,TCP,32995.0,22.0,95.132.218.51,UA,Ukraine,,49.0,32.0,1,https://www.fireeye.com/content/dam/fireeye-www/summit/cds-2019/presentations/cds19-executive-s08-achievement-unlocked.pdf,1
nn00844765,03-05-13 17:27,groucho-tokyo,3429616651,UDP,5061.0,5060.0,204.107.204.11,US,United States,,38.0,-97.0,1,https://www.zdnet.com/article/australia-on-the-cyber-offence-to-bring-down-covid-19-scammers/,1
pr2022223001,03-05-13 17:28,groucho-eu,1169129130,UDP,54657.0,1900.0,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,1,,1
ak022a95m5it,03-05-13 17:28,zeppo-norcal,1169129130,UDP,54657.0,1900.0,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,1,,1
av91657406,03-05-13 17:29,groucho-oregon,2061748720,TCP,6000.0,3306.0,122.227.201.240,CN,China,Zhejiang Sheng,30.2936,120.1614,0,,0
us6000ic5u,03-05-13 17:29,groucho-norcal,1169129130,UDP,54657.0,1900.0,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,0,,0
nc73767010,03-05-13 17:31,groucho-sydney,1169129130,UDP,54657.0,1900.0,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,0,https://www.cyberscoop.com/mitsubishi-japan-missile-data-breach/,0
uu60509452,03-05-13 17:31,groucho-sa,1169129130,UDP,54657.0,1900.0,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,1,,1
nc73767005,03-05-13 17:31,groucho-singapore,1851642661,TCP,53253.0,445.0,110.93.211.37,PK,Pakistan,,30.0,70.0,1,https://www.justice.gov/opa/pr/two-chinese-hackers-working-ministry-state-security-charged-global-computer-intrusion,1
ak022a95gs94,03-05-13 17:31,groucho-singapore,1851642661,TCP,53253.0,445.0,110.93.211.37,PK,Pakistan,,30.0,70.0,1,https://www.fireeye.com/content/dam/fireeye-www/summit/cds-2019/presentations/cds19-executive-s08-achievement-unlocked.pdf,1
tx2022prfw,03-05-13 17:31,groucho-us-east,1169129130,UDP,54657.0,1900.0,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,0,,0
tx2022prft,03-05-13 17:32,groucho-oregon,976482450,TCP,24574.0,3389.0,58.51.240.146,CN,China,Hubei,30.5801,114.2734,0,,0
us6000ic5t,03-05-13 17:33,groucho-singapore,2054429900,TCP,38152.0,23.0,122.116.28.204,TW,Taiwan,Taipei,25.0392,121.525,0,,0
ak022a95eb9d,03-05-13 17:35,groucho-sydney,1602542131,TCP,32995.0,22.0,95.132.218.51,UA,Ukraine,,49.0,32.0,0,,0
us6000ic5s,03-05-13 17:37,groucho-tokyo,1441350408,ICMP,,,85.233.67.8,RU,Russia,Tatarstan,55.7887,49.1221,0,,0
ok2022prfk,03-05-13 17:37,groucho-tokyo,1441350408,ICMP,,,85.233.67.8,RU,Russia,Tatarstan,55.7887,49.1221,1,https://www.ohchr.org/EN/NewsEvents/Pages/DisplayNews.aspx?NewsID=25488&LangID=E,1
nc73767000,03-05-13 17:38,groucho-singapore,2061591854,TCP,6000.0,1521.0,122.225.101.46,CN,China,Zhejiang Sheng,30.2936,120.1614,1,,1
hv73106152,03-05-13 17:41,groucho-tokyo,1311070702,TCP,31097.0,445.0,78.37.89.238,RU,Russia,Komi Republic,67.4988,64.0525,1,,1
hv73106147,03-05-13 17:40,zeppo-norcal,3395809150,TCP,4935.0,3389.0,202.103.239.126,CN,China,,35.0,105.0,0,,0
ci40323760,03-05-13 17:41,groucho-tokyo,1311070702,TCP,31097.0,445.0,78.37.89.238,RU,Russia,Komi Republic,67.4988,64.0525,0,,0
ci40323752,03-05-13 17:42,groucho-tokyo,1857814599,TCP,6000.0,1433.0,110.188.0.71,CN,China,Sichuan Sheng,30.6667,104.0667,0,https://www.darkreading.com/threat-intelligence/new-threat-activity-by-lazarus-group-spells-trouble-for-orgs/d/d-id/1338812,0
nc73766980,03-05-13 17:42,groucho-singapore,2917955753,UDP,5064.0,5060.0,173.236.120.169,US,United States,Illinois,41.8876,-87.6368,1,,1
ci40323744,03-05-13 17:43,groucho-eu,2536025442,TCP,4210.0,23.0,151.40.173.98,IT,Italy,Florence,43.7667,11.25,1,,1
pr71365103,03-05-13 17:43,groucho-oregon,1137094882,TCP,55887.0,1433.0,67.198.176.226,US,United States,California,33.8138,-117.7986,1,,1
ak022a94x29y,03-05-13 17:45,groucho-tokyo,3701886637,TCP,6000.0,3306.0,220.166.78.173,CN,China,Sichuan Sheng,30.6667,104.0667,1,,1
ci40323736,03-05-13 17:46,groucho-sa,2030978824,TCP,6000.0,1433.0,121.14.71.8,CN,China,Guangdong,23.1167,113.25,0,,0
nc73766975,03-05-13 17:46,zeppo-norcal,2030978824,TCP,6000.0,1433.0,121.14.71.8,CN,China,Guangdong,23.1167,113.25,0,,0
pr71365093,03-05-13 17:46,groucho-norcal,2030978824,TCP,6000.0,1433.0,121.14.71.8,CN,China,Guangdong,23.1167,113.25,0,,0
ak022a94thok,03-05-13 17:47,groucho-us-east,2030978824,TCP,6000.0,1433.0,121.14.71.8,CN,China,Guangdong,23.1167,113.25,1,https://www.washingtonpost.com/national-security/officials-israel-linked-to-a-disruptive-cyberattack-on-iranian-port-facility/2020/05/18/9d1da866-9942-11ea-89fd-28fb313d1886_story.html,1
ci40323720,03-05-13 17:47,groucho-eu,2030978824,TCP,6000.0,1433.0,121.14.71.8,CN,China,Guangdong,23.1167,113.25,1,,1
pr71365098,03-05-13 17:48,groucho-sydney,2030978824,TCP,6000.0,1433.0,121.14.71.8,CN,China,Guangdong,23.1167,113.25,0,,0
pr71365078,03-05-13 17:48,zeppo-norcal,92767865,TCP,44632.0,5901.0,5.135.134.121,FR,France,,48.86,2.35,1,,1
ci40323712,03-05-13 17:50,groucho-oregon,1033806433,TCP,6000.0,1433.0,61.158.162.97,CN,China,Henan Sheng,34.6836,113.5325,0,,0
nc73766930,03-05-13 17:50,zeppo-norcal,1159477845,TCP,95.0,22.0,69.28.58.85,US,United States,California,34.053000000000004,-118.2642,0,,0
uu60509442,03-05-13 17:51,groucho-singapore,2054477111,TCP,4122.0,23.0,122.116.213.55,TW,Taiwan,Taipei,25.0392,121.525,1,,1
hv73106097,03-05-13 17:52,groucho-tokyo,1460396299,TCP,48695.0,445.0,87.11.225.11,IT,Italy,Rome,41.9,12.4833,0,,0
uu60509437,03-05-13 17:52,groucho-tokyo,1460396299,TCP,48695.0,445.0,87.11.225.11,IT,Italy,Rome,41.9,12.4833,1,,1
ci40323696,03-05-13 17:55,groucho-oregon,1987558851,TCP,6000.0,3389.0,118.119.189.195,CN,China,Sichuan Sheng,30.6667,104.0667,0,,0
ci40323688,03-05-13 17:55,groucho-singapore,2046969190,TCP,6810.0,23.0,122.2.69.102,PH,Philippines,Province of Mindoro Occidental,13.0012,120.796,1,,1
us6000ic60,03-05-13 17:56,groucho-oregon,1032051418,TCP,6000.0,1433.0,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,0,,0
uw61862392,03-05-13 17:58,groucho-us-east,3362766651,UDP,5061.0,5060.0,200.111.191.59,CL,Chile,Santiago Metropolitan,-33.45,-70.6667,1,https://www.9news.com.au/national/cyber-attack-australia-scott-morrison-government-private-sector-breach-of-security/e621ae47-f810-4fa7-9c11-3caa3b09f4dc,1
ci40323680,03-05-13 17:59,groucho-us-east,975235970,TCP,58424.0,80.0,58.32.235.130,CN,China,Shanghai Shi,31.0456,121.3997,0,,0
ak022a948y1q,03-05-13 17:59,groucho-us-east,975235970,TCP,58512.0,8080.0,58.32.235.130,CN,China,Shanghai Shi,31.0456,121.3997,1,https://www.jpost.com/israel-news/iran-responsible-for-cyberattack-on-israeli-water-facilities-report-627236,1
av91657296,03-05-13 17:59,groucho-tokyo,1002194373,TCP,6000.0,3389.0,59.188.69.197,HK,Hong Kong,,22.25,114.1667,0,,0
us6000ic5v,03-05-13 17:59,groucho-tokyo,1915029459,TCP,6000.0,6674.0,114.37.7.211,TW,Taiwan,Taipei,25.0392,121.525,1,,1
ak022a94753m,03-05-13 18:01,groucho-oregon,48747069,TCP,39378.0,23.0,2.231.210.61,IT,Italy,Rome,41.9,12.4833,0,,0
uu60509422,03-05-13 18:06,groucho-tokyo,3662464904,TCP,6000.0,3389.0,218.76.199.136,CN,China,Hunan,28.1792,113.1136,1,,1
ci40323672,03-05-13 18:09,groucho-singapore,3394623162,TCP,60883.0,1433.0,202.85.214.186,CN,China,,35.0,105.0,0,,0
ci40323664,03-05-13 18:08,groucho-norcal,2088389916,ICMP,,,124.122.77.28,TH,Thailand,Bangkok,13.754000000000001,100.5014,1,,1
uu60509417,03-05-13 18:08,groucho-norcal,2088389916,ICMP,,,124.122.77.28,TH,Thailand,Bangkok,13.754000000000001,100.5014,0,,0
nn00845298,03-05-13 18:11,groucho-singapore,1159477845,TCP,95.0,22.0,69.28.58.85,US,United States,California,34.053000000000004,-118.2642,1,,1
uu60509412,03-05-13 18:12,groucho-sa,2061748720,TCP,6000.0,3306.0,122.227.201.240,CN,China,Zhejiang Sheng,30.2936,120.1614,0,,0
us6000i9zz,03-05-13 18:12,groucho-tokyo,976431276,TCP,6000.0,1433.0,58.51.40.172,CN,China,Hubei,30.5801,114.2734,1,,1
ci40323648,03-05-13 18:12,groucho-tokyo,1917896806,TCP,6000.0,1433.0,114.80.200.102,CN,China,Shanghai Shi,31.0456,121.3997,0,,0
ci37435964,03-05-13 18:11,groucho-norcal,2061748720,TCP,6000.0,3306.0,122.227.201.240,CN,China,Zhejiang Sheng,30.2936,120.1614,1,,1
ci40323640,03-05-13 18:12,zeppo-norcal,2061748720,TCP,6000.0,3306.0,122.227.201.240,CN,China,Zhejiang Sheng,30.2936,120.1614,0,,0
av91657266,03-05-13 18:12,groucho-us-east,2061748720,TCP,6000.0,3306.0,122.227.201.240,CN,China,Zhejiang Sheng,30.2936,120.1614,1,,1
nc73766915,03-05-13 18:12,groucho-eu,2061748720,TCP,6000.0,3306.0,122.227.201.240,CN,China,Zhejiang Sheng,30.2936,120.1614,0,,0
hv73106047,03-05-13 18:13,groucho-sydney,2061748720,TCP,6000.0,3306.0,122.227.201.240,CN,China,Zhejiang Sheng,30.2936,120.1614,1,,1
ak022a93s7ql,03-05-13 18:14,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,,0
uw61862352,03-05-13 18:14,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,,0
ok2022pqzy,03-05-13 18:14,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,,0
ak022a93o35q,03-05-13 18:15,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,https://www.cybercom.mil/About/History/,0
nn00844759,03-05-13 18:15,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,1,,1
ak022a93kpf2,03-05-13 18:15,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,,0
uw61862327,03-05-13 18:15,groucho-eu,1936499535,TCP,35665.0,23.0,115.108.163.79,IN,India,,20.0,77.0,0,,0
nc73766900,03-05-13 18:15,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,,0
av91657221,03-05-13 18:15,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,,0
ok2022pqza,03-05-13 18:15,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,1,,1
nc73766890,03-05-13 18:15,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,1,https://www.washingtonpost.com/politics/2019/11/04/an-indian-nuclear-power-plant-suffered-cyberattack-heres-what-you-need-know/,1
us6000i9zg,03-05-13 18:15,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,https://www.nytimes.com/2019/01/18/technology/dnc-russian-hacking.html,0
us6000ic5x,03-05-13 18:15,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,,0
pr71365053,03-05-13 18:16,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,,0
uu60509407,03-05-13 18:16,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,0,,0
hv73106007,03-05-13 18:16,groucho-us-east,3081958166,UDP,46573.0,3544.0,183.178.243.22,HK,Hong Kong,,22.2833,114.15,1,https://citizenlab.ca/2019/09/poison-carp-tibetan-groups-targeted-with-1-click-mobile-exploits/,1
hv73106002,03-05-13 18:21,groucho-singapore,2058395361,TCP,4072.0,23.0,122.176.158.225,IN,India,NCT,28.6,77.2,1,https://www.bbc.com/news/technology-50103378,1
nc73766880,03-05-13 18:24,zeppo-norcal,3123714771,TCP,51642.0,445.0,186.48.26.211,UY,Uruguay,Departamento de Montevideo,-34.8581,-56.1708,1,,1
nc73766870,03-05-13 18:27,groucho-sydney,1159477845,TCP,95.0,22.0,69.28.58.85,US,United States,California,34.053000000000004,-118.2642,0,,0
nc73766865,03-05-13 18:30,groucho-singapore,2062809456,TCP,46968.0,23.0,122.243.249.112,CN,China,Zhejiang Sheng,29.1068,119.6442,1,,1
nc73766860,03-05-13 18:30,groucho-singapore,3658020275,TCP,6000.0,1433.0,218.8.245.179,CN,China,Heilongjiang Sheng,45.75,126.65,0,,0
av91068183,03-05-13 18:33,groucho-tokyo,3736290945,TCP,6000.0,3389.0,222.179.70.129,CN,China,Chongqing Shi,29.5628,106.5528,1,,1
uu60509402,03-05-13 18:33,groucho-singapore,1856831862,TCP,63274.0,80.0,110.173.1.118,CN,China,,35.0,105.0,0,,0
ci40323568,03-05-13 18:34,groucho-oregon,2027007410,TCP,6000.0,3306.0,120.209.173.178,CN,China,,35.0,105.0,1,,1
ak022a92pk7k,03-05-13 18:34,groucho-singapore,1033070424,TCP,6000.0,135.0,61.147.103.88,CN,China,Jiangsu Sheng,32.0617,118.7778,0,,0
us6000i9z4,03-05-13 18:35,groucho-sydney,3302665078,TCP,21410.0,3389.0,196.218.171.118,EG,Egypt,,27.0,30.0,1,,1
ci40323552,03-05-13 18:35,groucho-sydney,3302665078,TCP,22277.0,3389.0,196.218.171.118,EG,Egypt,,27.0,30.0,0,,0
ok2022pqwu,03-05-13 18:36,groucho-oregon,847788780,TCP,2550.0,23.0,50.136.58.236,US,United States,Massachusetts,42.0166,-71.2231,1,,1
pr71365038,03-05-13 18:36,groucho-singapore,3396072677,TCP,13158.0,3389.0,202.107.244.229,CN,China,,35.0,105.0,0,,0
ci40323464,03-05-13 18:37,groucho-tokyo,1119988703,TCP,51984.0,5038.0,66.193.171.223,US,United States,Florida,28.5383,-81.3792,1,,1
ci40323448,03-05-13 18:40,groucho-sa,2169670176,ICMP,,,129.82.138.32,US,United States,Colorado,40.4555,-105.4648,1,,1
uw61862212,03-05-13 18:40,groucho-sa,2169670176,ICMP,,,129.82.138.32,US,United States,Colorado,40.4555,-105.4648,0,,0
hv73105962,03-05-13 18:41,groucho-oregon,3417039721,TCP,6000.0,1433.0,203.171.227.105,CN,China,Zhejiang Sheng,27.8456,120.4928,0,https://www.gov.pl/web/diplomacy/statement-of-the-polish-mfa-on-cyberattacks-against-georgia,0
nc73766855,03-05-13 18:41,groucho-oregon,3231346276,TCP,6000.0,1433.0,192.154.110.100,US,United States,California,34.053000000000004,-118.2642,0,,0
ak022a921tsz,03-05-13 18:42,groucho-oregon,3630406730,TCP,6000.0,1433.0,216.99.156.74,US,United States,California,34.0115,-117.8535,0,,0
nc73766850,03-05-13 18:44,groucho-oregon,1033070524,TCP,6000.0,1433.0,61.147.103.188,CN,China,Jiangsu Sheng,32.0617,118.7778,1,https://www.nytimes.com/2019/02/18/technology/hackers-chinese-iran-usa.html,1
nc73766845,03-05-13 18:44,groucho-tokyo,1995704065,TCP,6000.0,1433.0,118.244.7.1,CN,China,Beijing Shi,39.9289,116.3883,1,,1
ak022a92036z,03-05-13 18:45,groucho-oregon,3322363727,TCP,16912.0,22.0,198.7.63.79,US,United States,Virginia,38.7932,-77.5366,1,,1
ak022a91xryq,03-05-13 18:46,groucho-singapore,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,1,,1
nc73766840,03-05-13 18:48,groucho-oregon,1987558773,TCP,6000.0,1433.0,118.119.189.117,CN,China,Sichuan Sheng,30.6667,104.0667,0,,0
hv73105947,03-05-13 18:49,zeppo-norcal,92753634,ICMP,,,5.135.78.226,FR,France,,48.86,2.35,0,,0
nc73766835,03-05-13 18:50,groucho-oregon,1019141837,TCP,6000.0,1433.0,60.190.222.205,CN,China,,35.0,105.0,0,,0
nn00844749,03-05-13 18:51,groucho-tokyo,20405089,TCP,55658.0,3389.0,1.55.91.97,VN,Vietnam,Thanh Pho Ha Noi,21.0333,105.85,1,,1
nc73766825,03-05-13 18:51,groucho-oregon,1032051418,TCP,6000.0,1433.0,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1,,1
ci40079807,03-05-13 18:51,groucho-tokyo,1857814599,TCP,6000.0,1433.0,110.188.0.71,CN,China,Sichuan Sheng,30.6667,104.0667,1,,1
uu60509387,03-05-13 18:52,groucho-singapore,1032120034,TCP,59987.0,3389.0,61.132.230.226,CN,China,Anhui Sheng,31.8639,117.2808,0,,0
uu60030779,03-05-13 18:53,groucho-tokyo,1072306707,UDP,5061.0,5060.0,63.234.26.19,US,United States,Michigan,42.3862,-82.9119,0,,0
uu60509382,03-05-13 18:54,groucho-oregon,3702360116,TCP,61623.0,22.0,220.173.136.52,CN,China,Guangxi Zhuangzu Zizhiqu,22.8167,108.3167,0,,0
ok2022pqsd,03-05-13 18:55,groucho-oregon,3702360116,TCP,61623.0,22.0,220.173.136.52,CN,China,Guangxi Zhuangzu Zizhiqu,22.8167,108.3167,0,,0
uu60030784,03-05-13 18:55,groucho-tokyo,2953815853,TCP,4074.0,445.0,176.15.167.45,RU,Russia,,60.0,100.0,0,,0
av91657071,03-05-13 18:55,groucho-tokyo,2953815853,TCP,4074.0,445.0,176.15.167.45,RU,Russia,,60.0,100.0,1,,1
